Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, total",SP.POP.TOTL,United States,USA,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331501080,331893745
"Population, total",SP.POP.TOTL,Uruguay,URY,2529021,2561153,2592441,2622936,2652376,2680427,2707030,2731847,2754417,2773957,2790265,2805492,2821086,2836825,2853588,2871947,2891094,2909327,2925840,2940729,2953750,2966076,2979182,2993285,3008255,3024218,3041205,3058787,3077760,3097889,3117012,3135374,3153732,3171747,3189945,3208300,3226633,3245069,3262683,3278963,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,8372311,8692048,9038222,9394588,9758147,10130096,10504969,10881533,11261600,11641640,12011361,12370120,12733242,13107928,13494711,13894347,14307397,14731709,15154314,15558907,15947129,16335642,16735643,17152857,17594364,18063201,18560008,19077170,19600028,20102902,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100
"Population, total",SP.POP.TOTL,Vanuatu,VUT,64608,66462,68391,70400,72493,74677,76945,79311,81782,84350,87019,89796,92687,95687,98790,102010,105341,108769,112185,115344,118156,120887,123748,126743,129873,133119,136488,139956,143528,147181,150882,154678,158577,162548,166560,170612,174714,178871,183088,187432,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,8156937,8453106,8754082,9059953,9371333,9688138,10010685,10338848,10672654,11011335,11355475,11705674,12061621,12424804,12796220,13176387,13566112,13965250,14372959,14788523,15210443,15638426,16071654,16509596,16953234,17402304,17860872,18328655,18800770,19275292,19750579,20226214,20700461,21172100,21640833,22107286,22572110,23037561,23503819,23966960,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867
"Population, total",SP.POP.TOTL,Vietnam,VNM,32718461,33621982,34533889,35526727,36509166,37466077,38388210,39282564,40145287,41015865,41928849,42916624,43906019,44891281,45898698,46969616,48163573,49418150,50701458,51831389,52968270,54280394,55632153,57011444,58406863,59811313,61221107,62630787,64037514,65466361,66912613,68358820,69788747,71176405,72501087,73759110,74946448,76058603,77128424,78123713,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1978248,2068845,2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,5542459,5646668,5753386,5860197,5973803,6097298,6228430,6368014,6515904,6673981,6843607,7024196,7215835,7417736,7630190,7855657,8094985,8348182,8615301,8899922,9204938,9529105,9872292,10237391,10625687,11036918,11465444,11915563,12387238,12872362,13375121,13895851,14433771,14988047,15553171,16103339,16614326,17108681,17608133,18114552,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641
"Population, total",SP.POP.TOTL,Zambia,ZMB,3119430,3219451,3323427,3431381,3542764,3658024,3777680,3901288,4029173,4159007,4281671,4399919,4523581,4653289,4789038,4931249,5079672,5233292,5391355,5553462,5720438,5897481,6090818,6291070,6488072,6686449,6890967,7095185,7294325,7491275,7686401,7880466,8074337,8270917,8474216,8684135,8902019,9133156,9372430,9621238,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,3806310,3925952,4049778,4177931,4310332,4447149,4588529,4734694,4886347,5044163,5202918,5363423,5532842,5712712,5903530,6097083,6288387,6453044,6549349,6655833,7049926,7506526,7803855,8106356,8398567,8690515,8983044,9277488,9568739,9846346,10113893,10377815,10641501,10794918,10858594,10994041,11178171,11362401,11548364,11716454,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524
"Population, total",SP.POP.TOTL,Africa Eastern and Southern,AFE,130692579,134169237,137835590,141630546,145605995,149742351,153955516,158313235,162875171,167596160,172475766,177503186,182599092,187901657,193512956,199284304,205202669,211120911,217481420,224315978,230967858,237937461,245386717,252779730,260209149,267938123,276035920,284490394,292795186,301124880,309890664,318544083,326933522,335625136,344418362,353466601,362985802,372352230,381715600,391486231,401600588,412001885,422741118,433807484,445281555,457153837,469508516,482406426,495748900,509410477,523459657,537792950,552530654,567891875,583650827,600008150,616377331,632746296,649756874,667242712,685112705,702976832
"Population, total",SP.POP.TOTL,Africa Western and Central,AFW,97256290,99314028,101445032,103667517,105959979,108336203,110798486,113319950,115921723,118615741,121424797,124336039,127364044,130563107,133953892,137548613,141258400,145122851,149206663,153459665,157825609,162323313,167023385,171566640,176054495,180817312,185720244,190759952,195969722,201392200,206739024,212172888,217966101,223788766,229675775,235861484,242200260,248713095,255482918,262397030,269611898,277160097,284952322,292977949,301265247,309824829,318601484,327612838,336893835,346475221,356337762,366489204,376797999,387204553,397855507,408690375,419778384,431138704,442646825,454306063,466189102,478185907
"Population, total",SP.POP.TOTL,Arab World,ARB,93359407,95760348,98268683,100892507,103618568,106444103,109394536,112499764,115729597,119061868,122475578,125979765,129605560,133384981,137372356,141756318,146815543,151960544,156741680,162014425,167707208,173118753,178587926,184342569,190162096,195956917,201916517,207894127,213455083,219021375,225923327,230837072,236598334,242994250,249596194,255803349,261953764,268158920,274376380,280650496,287065982,293512340,300018650,306573087,313249616,320558754,328703057,337498222,346630443,355754908,364427661,372351065,380383408,389131555,397922915,406501999,415077960,423664839,432545676,441467739,449228296,456520777
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,4209141,4289429,4366420,4443544,4520592,4596245,4670465,4743053,4813958,4883868,4953314,5023876,5090052,5150123,5208944,5266374,5322281,5377263,5432222,5486916,5544061,5604584,5666254,5727558,5785882,5841960,5894393,5939439,5980371,6020383,6057836,6100213,6152432,6206775,6261744,6319517,6376465,6430969,6484492,6535399,6582141,6626803,6671842,6716747,6760372,6802474,6844183,6884705,6923924,6964240,7004428,7044357,7088996,7135884,7181044,7224602,7265272,7303634,7374650,7424102,7444768,7481877
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,91401764,92232738,93009498,93840016,94715795,95440988,96146336,97043270,97884022,98606630,99134548,99635258,100357161,101112680,101939916,102860571,103776068,104616884,105329397,105948616,106541316,107129392,107730380,108297837,108838073,109338285,109824166,110296425,110686740,110801640,110743128,110469467,110111454,110041924,110021594,109864246,109626194,109422013,109238340,109060951,108447824,107660041,106959751,106624167,106331716,106041911,105772481,105378748,105001883,104800475,104421447,104174038,103935318,103713726,103496179,103257886,102994278,102740078,102538451,102398537,102180124,101430997
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,979461502,1004319366,1029962253,1056327420,1083430197,1110603410,1137875812,1166092667,1195278339,1225287413,1255661025,1285672098,1316555228,1349249410,1382608576,1416414404,1450710647,1485833546,1521983049,1559348459,1598348344,1639825731,1682434337,1724928292,1767765290,1811272313,1855624329,1900589995,1946149314,1992092223,2041043553,2088580891,2134566607,2179380224,2223076958,2267616622,2314334474,2361095210,2407186134,2452952807,2499206970,2545843129,2591204247,2635731526,2680567394,2725013738,2769421149,2814101547,2857856055,2901516356,2946338808,2991353712,3035261244,3078835706,3122586392,3166642585,3210110979,3252529883,3294298709,3335463995,3375134276,3411889059
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1043333636,1045203037,1059600211,1085398906,1110819272,1136927045,1166227679,1194567141,1224255729,1255933616,1288490485,1322732627,1354211283,1384704173,1413718269,1439944265,1464087148,1486953865,1510060320,1533514709,1556403010,1580048609,1605925794,1631735726,1656258164,1681267266,1707611028,1735427884,1763555005,1791156275,1818247576,1844603995,1869453624,1893594516,1917553356,1940892820,1964042971,1986768093,2008680261,2028993034,2048148696,2066530023,2083969920,2100610344,2116651449,2132517760,2148405823,2164155292,2179914111,2195169711,2210203758,2225992094,2243776727,2261274500,2278232287,2294507020,2310721864,2327134580,2341387076,2353862247,2363940425,2370204347
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,896482332,896012881,907880207,931136006,954010411,977517019,1004358015,1030478704,1057620453,1086485050,1116209215,1146552846,1175184255,1202841142,1228938255,1252514942,1274293809,1294889668,1315793402,1336925840,1357614061,1378975580,1402590107,1426292739,1448918429,1472188957,1496931223,1523142065,1549697035,1575696733,1601285150,1625952760,1649303152,1671998239,1694472843,1716380775,1737915021,1759276808,1779844165,1799071266,1817064785,1834160201,1850531105,1866298799,1881619185,1896845515,1911778513,1926362850,1940824032,1955097471,1969241762,1984322091,2001317846,2018121456,2034317097,2049809214,2065223450,2080968782,2094573278,2106439246,2116424876,2123673456
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,884811163,884080493,895683380,918644019,941205716,964393486,990895866,1016638561,1043384828,1071859681,1101191924,1131150405,1159394712,1186691481,1212479337,1235769316,1257283747,1277634904,1298297421,1319182209,1339615160,1360714010,1384060325,1407492473,1429843232,1452832120,1477285491,1503204089,1529464061,1555164786,1580447407,1604798136,1627823212,1650184274,1672325604,1693952154,1715256519,1736404220,1756774303,1775819557,1793649873,1810599718,1826844868,1842469495,1857622964,1872697597,1887496209,1901960228,1916309337,1930470829,1944510719,1959494275,1976386829,1993077336,2009149689,2024511016,2039794828,2055414680,2068898629,2080648616,2090523535,2097669023
"Population, total",SP.POP.TOTL,Euro area,EMU,265244987,267560575,269908375,272291865,274700502,277152064,279493076,281569488,283541878,285520189,287132409,288760854,290738967,292589758,294228495,295703101,296989401,298187020,299437892,300714553,302069207,303281880,304153938,304769779,305259133,305820205,306560814,307385781,308391957,309690207,311093477,312722340,314170604,315455737,316374506,317190243,318013083,318773136,319446441,320272154,321324622,322562386,324141533,325904835,327702192,329398861,330939600,332660837,334290264,335377620,336171621,335442349,336183135,337328817,338486932,339514675,340509447,341246081,342065158,342452734,342913447,343067846
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,666273660,673957844,681809362,689682704,697559598,705233118,712077088,718884137,725451120,731787358,737398504,742959749,749086046,755000965,760680926,766169722,771592697,776918691,782220413,787502492,792890531,798088129,802876253,807523838,812373901,817313920,822429830,827666924,832965846,837807042,842030509,846364518,849816712,852735458,854892657,856511549,858209225,859711482,860876126,861848594,862786211,863909133,865474170,867701442,870270838,872913705,875627934,878767025,882357452,885846236,889222824,891279641,894762079,899035925,903601049,908123143,912374705,915855416,918782553,921179725,923103879,923777214
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,255726092,259951519,264183560,268409373,272634858,276765568,280229181,283724914,287193204,290573749,293778738,296973298,300232316,303473218,306715687,309908273,313279489,316709884,320113560,323503833,326937470,330361478,333758267,337282816,341087935,344882487,348685710,352545820,356321047,359435266,361859039,364392348,366266798,367513928,368354275,368905312,369661127,370276347,370591102,370546751,370646199,370739184,370807684,371072025,371533136,372077135,372780224,373795966,375281256,377054106,379132241,381278903,383476086,386051693,388842371,391695432,394321096,396482489,398076771,399592320,400811771,401575218
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,307910628,312638061,317365322,322144898,326946310,331523017,335436332,339584994,343653318,347522680,351105688,354649640,358396487,362136260,365914675,369729137,373723357,377714601,381611709,385436316,389318684,393224644,397098723,401073356,405312901,409518788,413700116,417903040,421958403,425325513,427949024,430328718,432000567,433339079,434279162,434804610,435461598,436014905,436294062,436191659,435816101,435418872,435070718,435154320,435471706,435872410,436426410,437109725,438254595,439878377,441717333,443770308,445864843,448331271,451001474,453701064,456167799,458170561,459613334,460994696,462023771,462341222
"Population, total",SP.POP.TOTL,European Union,EUU,356947129,359937892,362998792,366152978,369387359,372533839,375563155,378512582,381280912,383958527,386116472,388229403,390859355,393386261,395778659,398096151,400211366,402170665,404056840,405879948,407760829,409490677,410875285,411956706,412891310,413866961,414996545,416199247,417528527,418925771,420308868,421744728,422972438,424347768,425406851,426212138,426906931,427549432,428122323,428828749,429342455,429910140,430898141,432434810,434059923,435600393,437014860,438484072,439892213,440934530,441552554,440769682,441419873,442496175,443601373,444570054,445515422,446215182,447001100,447367191,447692315,447199800
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,244896253,250155682,255628513,261257220,267057059,272999177,279032125,285220313,291600564,298119407,304777775,311673977,318771788,326102434,333812999,341807747,350322455,358907071,367353502,376173441,384693745,392737776,401392322,410624537,420273124,430186538,440018085,449985688,459924409,470398622,482851894,493647883,506088764,519673066,534202563,548331145,560707649,572896408,585589666,598919585,612395529,626177896,641576379,657778626,673751123,690141498,706884119,723581503,741028426,759511035,778427274,797489095,817111040,837103087,856705624,876118480,895949553,916099469,936387926,957446713,979418527,1001462452
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,163453961,167427839,171555341,175832578,180294830,184949176,189744990,194742549,199980949,205388448,210973069,216706865,222495959,228507880,234861273,241415576,248105304,254798463,262035002,269571043,276049311,282020641,289043160,296920640,305097813,313452117,321846502,330566338,339527267,348860257,358121820,367531126,378502714,390576688,402287229,413913354,425839678,437721228,449883034,462533086,475127894,488040621,502494432,517663749,532571131,547936900,563930944,579864063,596301357,613535903,630953183,648927117,667520863,686620331,706617213,727129254,748356635,770390212,792615894,815100831,838066650,861156745
"Population, total",SP.POP.TOTL,High income,HIC,779546518,789309567,799296778,809189014,819057450,828628357,837733293,846472887,855113055,863859636,872549599,882886961,891951178,900708703,909299125,917684529,925484936,933185589,940958569,949009695,956797888,964531243,971818139,978592282,984970482,991412061,998064664,1004863831,1011854016,1019351810,1026705783,1035082099,1043682026,1051828543,1059346414,1066496376,1073742216,1080857331,1087787919,1094621522,1101322358,1108051953,1114863356,1121696635,1128753775,1136164408,1144695047,1153978848,1163599191,1172260321,1179656335,1184675562,1191244446,1198018009,1204882945,1211637779,1218545401,1224733163,1230678232,1235869243,1240900955,1240629858
"Population, total",SP.POP.TOTL,IBRD only,IBD,1914221159,1936154175,1970958533,2017658475,2064405393,2111647963,2161512960,2211123407,2262213036,2315391041,2369700655,2425095669,2479419976,2533486246,2586719759,2638335075,2689393284,2739652095,2789918972,2840896860,2892641861,2946112664,3002092193,3058367453,3114471170,3171522875,3230443800,3291118560,3352120151,3412206635,3471751539,3529991260,3585504220,3639427898,3692815122,3745623892,3797967618,3850079181,3901403631,3951120931,3999140171,4046339602,4092406561,4137913546,4183400394,4228483560,4272296273,4314977758,4358318999,4402357503,4446099709,4491533041,4539500289,4588990832,4638292836,4686050627,4731948335,4776473096,4817627754,4855633857,4889761166,4917520297
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,2298062888,2329592550,2374361440,2431394263,2488885360,2547296072,2608664220,2670178921,2733623400,2799467953,2866476260,2933897531,3000697180,3068589867,3136223372,3202458507,3268253604,3333786158,3400425764,3468694959,3537895456,3609134587,3684013868,3759767140,3835491349,3912799126,3992357188,4074089379,4156379922,4238233062,4319808510,4400223257,4478853646,4557052710,4634853168,4712210002,4789590179,4866774442,4943428031,5019059496,5093906989,5168697790,5243235123,5317497279,5391691968,5465865380,5539552227,5612664364,5686502257,5761813095,5838366631,5917205336,5997941575,6079383316,6160758687,6241291929,6321324033,6401367406,6479097294,6554880269,6628067973,6695397735
"Population, total",SP.POP.TOTL,IDA blend,IDB,120380760,123340386,126404800,129620425,132967846,136452685,140064295,143768745,147587480,151541193,155624492,159733122,163971973,168493744,173258876,178302609,183596504,189140778,194898741,201038256,208214579,215974148,223423864,230352378,237102216,244392341,252086615,259986149,268068057,276216577,284421830,292714523,300471959,308233041,316476824,324995506,333878799,342814697,351849692,361007750,370910722,381142622,390704440,399995493,409622323,419337831,429250772,439576756,450269469,461410153,473204510,484919898,495868522,506443358,516900084,527175885,537358412,547984961,559155599,570633332,582637127,595016031
